,count,user
586,9177,U747@DOM1
4052,1453,U7480@DOM1
9665,33,U7481@DOM1
1215,4124,U7482@DOM1
4199,1383,U7484@DOM1
2351,2500,U7485@DOM1
6877,357,U7486@DOM1
8651,92,U7487@DOM1
2396,2460,U7488@DOM1
56,67863,U7489@DOM1
652,7945,U748@DOM1
40,82619,U7490@DOM1
4046,1458,U7491@DOM1
6157,572,U7492@DOM1
7121,301,U7493@DOM1
2663,2251,U7494@DOM1
853,5549,U7495@DOM1
6084,597,U7496@DOM1
3606,1690,U7497@DOM1
611,8782,U7498@DOM1
4650,1172,U7499@DOM1
7821,183,U749@DOM1
5484,812,U74@DOM1
4114,1427,U7500@DOM1
2243,2596,U7501@DOM1
5393,843,U7502@DOM1
4175,1394,U7503@DOM1
4312,1334,U7504@DOM1
5802,693,U7505@DOM1
8260,128,U7506@DOM1
2632,2278,U7507@DOM1
850,5580,U7508@DOM1
4435,1269,U7509@DOM1
3790,1600,U750@DOM1
900,5251,U7510@DOM1
8828,77,U7512@DOM1
7634,211,U7513@DOM1
7969,164,U7514@DOM1
7967,164,U7515@DOM1
3600,1691,U7516@DOM1
7149,297,U7517@DOM1
2896,2101,U7518@DOM1
4453,1262,U7519@DOM1
4506,1237,U751@DOM1
1210,4134,U7520@DOM1
8507,106,U7521@DOM1
454,12462,U7522@DOM1
9466,41,U7524@DOM1
5507,802,U7525@DOM1
5312,874,U7527@DOM1
138,34302,U7528@DOM1
1662,3260,U7529@DOM1
4688,1154,U752@DOM1
5940,639,U7530@DOM1
8350,120,U7531@DOM1
5644,743,U7532@DOM1
8587,99,U7533@DOM1
7104,304,U7534@DOM1
5551,784,U7535@DOM1
5754,705,U7536@DOM1
1405,3678,U7537@DOM1
7933,169,U7538@DOM1
6583,435,U7539@DOM1
5008,1005,U753@DOM1
6657,412,U7540@DOM1
3753,1620,U7541@DOM1
6277,528,U7542@DOM1
2819,2146,U7543@DOM1
7787,188,U7544@DOM1
8736,84,U7545@DOM1
8987,65,U7546@DOM1
1354,3787,U7547@DOM1
3801,1592,U7548@DOM1
4623,1183,U754@DOM1
1182,4187,U7550@DOM1
2557,2327,U7551@DOM1
764,6287,U7552@DOM1
4541,1219,U7553@DOM1
6085,597,U7554@DOM1
2479,2397,U7555@DOM1
3267,1883,U7556@DOM1
2957,2068,U7557@DOM1
1206,4140,U7558@DOM1
7596,216,U7559@DOM1
1699,3214,U755@DOM1
7286,268,U7560@DOM1
9521,39,U7561@DOM1
1094,4475,U7562@DOM1
4023,1469,U7563@DOM1
2587,2306,U7564@DOM1
1446,3607,U7565@DOM1
2456,2411,U7566@DOM1
7500,231,U7567@DOM1
3469,1763,U7568@DOM1
2849,2126,U7569@DOM1
6250,540,U756@DOM1
6974,334,U7570@DOM1
2332,2515,U7571@DOM1
8923,69,U7572@DOM1
1810,3070,U7573@DOM1
7752,193,U7574@DOM1
6401,493,U7575@DOM1
1116,4388,U7576@DOM1
5352,859,U7577@DOM1
10464,8,U7578@DOM1
4647,1174,U7579@DOM1
4280,1348,U7580@DOM1
2612,2287,U7581@DOM1
819,5791,U7582@DOM1
9290,48,U7583@DOM1
2777,2169,U7584@DOM1
1825,3045,U7585@DOM1
1808,3072,U7586@DOM1
5985,623,U7588@DOM1
4299,1339,U7589@DOM1
2911,2093,U7590@DOM1
8992,65,U7591@DOM1
3136,1959,U7592@DOM1
6822,367,U7593@DOM1
5253,896,U7596@DOM1
6679,405,U7597@DOM1
4220,1374,U7598@DOM1
6781,380,U7599@DOM1
5459,821,U759@DOM1
2593,2300,U7600@DOM1
2695,2235,U7601@DOM1
5852,671,U7603@DOM1
4557,1212,U7604@DOM1
1347,3825,U7605@DOM1
3678,1654,U7606@DOM1
4482,1251,U7607@DOM1
5980,624,U7608@DOM1
4202,1381,U7609@DOM1
2867,2112,U760@DOM1
7780,189,U7610@DOM1
8535,104,U7611@DOM1
7989,161,U7612@DOM1
7185,290,U7613@DOM1
5984,623,U7614@DOM1
4864,1077,U7615@DOM1
6079,598,U7616@DOM1
7002,326,U7617@DOM1
4560,1210,U7618@DOM1
1084,4500,U7619@DOM1
1851,3010,U761@DOM1
4189,1387,U7620@DOM1
7840,181,U7621@DOM1
458,12225,U7622@DOM1
224,27923,U7623@DOM1
1099,4432,U7626@DOM1
4614,1186,U7627@DOM1
9047,61,U7628@DOM1
3522,1733,U7629@DOM1
4130,1418,U762@DOM1
352,17360,U7630@DOM1
946,4998,U7631@DOM1
4836,1087,U7632@DOM1
2283,2565,U7633@DOM1
3023,2029,U7634@DOM1
4652,1171,U7635@DOM1
4275,1350,U7636@DOM1
2878,2109,U7637@DOM1
7387,251,U7638@DOM1
7964,165,U7639@DOM1
1960,2895,U763@DOM1
3204,1921,U7640@DOM1
6891,354,U7641@DOM1
1652,3274,U7642@DOM1
3265,1885,U7643@DOM1
770,6222,U7644@DOM1
6510,458,U7645@DOM1
6122,584,U7646@DOM1
3190,1929,U7647@DOM1
2798,2156,U7648@DOM1
261,22414,U7649@DOM1
5409,836,U764@DOM1
5242,902,U7650@DOM1
7480,235,U7651@DOM1
4577,1202,U7654@DOM1
5869,666,U7655@DOM1
3006,2038,U7656@DOM1
1219,4114,U7657@DOM1
5864,668,U7658@DOM1
984,4844,U7659@DOM1
1533,3442,U765@DOM1
1599,3358,U7660@DOM1
1659,3264,U7661@DOM1
8229,132,U7664@C13670
9420,42,U7664@C13899
9438,42,U7664@C1407
8480,109,U7664@C14638
10056,20,U7664@C15342
10579,3,U7664@C17151
10220,15,U7664@C1875
10285,14,U7664@C188
9875,26,U7664@C20257
8660,91,U7664@C20976
8782,80,U7664@C2204
9689,32,U7664@C22237
8358,120,U7664@C22984
7146,297,U7664@C23335
10143,17,U7664@C2567
10101,19,U7664@C2679
8526,104,U7664@C427
10004,22,U7664@C442
9074,60,U7664@C7656
9125,58,U7664@C911
6812,370,U7666@DOM1
6578,436,U7667@DOM1
8290,126,U7668@DOM1
2428,2440,U7669@DOM1
70,56606,U766@DOM1
7614,214,U7670@DOM1
9473,41,U7671@DOM1
5491,810,U7672@DOM1
8019,158,U7673@DOM1
9105,59,U7674@DOM1
5294,880,U7676@DOM1
4350,1315,U7677@DOM1
1918,2937,U7678@DOM1
7968,164,U7679@DOM1
6451,479,U767@DOM1
9110,58,U7680@DOM1
4699,1149,U7681@DOM1
7129,300,U7682@C16754
8292,125,U7683@DOM1
336,18058,U7684@DOM1
795,6055,U7685@DOM1
5372,851,U7686@DOM1
8895,71,U7687@DOM1
304,19170,U7688@DOM1
4001,1483,U7689@DOM1
634,8344,U768@DOM1
1107,4417,U7690@DOM1
4429,1272,U7691@DOM1
2249,2592,U7692@DOM1
10512,6,U7693@C24663
947,4989,U7694@DOM1
6038,609,U7695@DOM1
8963,67,U7696@DOM1
7131,299,U7697@DOM1
669,7594,U7698@DOM1
7768,190,U7699@DOM1
3241,1894,U769@DOM1
617,8626,U76@DOM1
843,5613,U7700@DOM1
8357,120,U7701@DOM1
8025,156,U7702@DOM1
5231,908,U7703@DOM1
3868,1556,U7704@DOM1
6025,613,U7705@DOM1
5288,882,U7706@DOM1
7642,210,U7707@DOM1
1120,4385,U7708@DOM1
5928,643,U7709@DOM1
604,8887,U770@DOM1
2510,2371,U7710@DOM1
4551,1214,U7711@DOM1
3285,1875,U7712@DOM1
2331,2516,U7713@DOM1
3067,1999,U7714@DOM1
8508,106,U7715@DOM1
8692,87,U7716@DOM1
1966,2889,U7717@DOM1
4422,1275,U7719@DOM1
10448,8,U771@C24953
238,25159,U771@DOM1
6842,365,U7720@DOM1
4753,1125,U7722@DOM1
9323,47,U7724@DOM1
3987,1492,U7725@DOM1
64,60741,U7726@DOM1
4424,1273,U7727@DOM1
3769,1611,U7728@DOM1
3157,1946,U7729@DOM1
6658,412,U772@DOM1
2559,2326,U7730@DOM1
1947,2907,U7731@DOM1
2406,2453,U7732@DOM1
9103,59,U7733@DOM1
1822,3053,U7734@DOM1
2034,2815,U7735@DOM1
2138,2710,U7736@DOM1
4945,1030,U7737@DOM1
7503,231,U7738@DOM1
6153,573,U7739@DOM1
3275,1878,U773@DOM1
2986,2053,U7740@DOM1
6825,367,U7741@DOM1
1921,2931,U7743@DOM1
707,7126,U7745@DOM1
5408,836,U7746@DOM1
10195,16,U7747@DOM1
8569,101,U774@DOM1
5983,623,U7750@DOM1
2932,2080,U7751@DOM1
5935,640,U7752@DOM1
2572,2318,U7753@DOM1
2826,2143,U7754@DOM1
2608,2289,U7755@DOM1
1705,3207,U7756@DOM1
1881,2977,U7757@DOM1
8609,97,U7759@DOM1
4223,1373,U775@DOM1
1576,3390,U7760@DOM1
6063,602,U7761@DOM1
7749,194,U7762@DOM1
9193,54,U7763@DOM1
1667,3254,U7764@DOM1
3598,1692,U7765@DOM1
7455,237,U7767@DOM1
8353,120,U7768@DOM1
2231,2603,U7769@DOM1
8514,105,U776@DOM1
817,5801,U7770@DOM1
7142,298,U7771@DOM1
4483,1250,U7772@DOM1
665,7642,U7773@DOM1
5171,933,U7774@DOM1
1222,4097,U7775@DOM1
4537,1220,U7776@DOM1
7425,244,U7778@DOM1
1075,4534,U7779@DOM1
8625,95,U777@DOM1
7396,250,U7780@DOM1
4034,1466,U7781@DOM1
9583,36,U7782@DOM1
6379,498,U7783@DOM1
4899,1056,U7784@DOM1
4915,1051,U7785@DOM1
2098,2747,U7786@DOM1
4230,1368,U7787@DOM1
5289,881,U7788@DOM1
9792,29,U7789@DOM1
3389,1802,U778@DOM1
3334,1844,U7790@DOM1
6743,388,U7791@DOM1
6568,439,U7792@DOM1
9607,35,U7793@C1946
10088,19,U7794@C16949
5813,688,U7795@DOM1
4232,1367,U7797@DOM1
5549,785,U7798@DOM1
4086,1437,U7799@DOM1
2143,2704,U779@DOM1
6183,564,U77@DOM1
4799,1105,U7800@DOM1
8866,73,U7801@DOM1
4092,1434,U7802@DOM1
4966,1021,U7803@DOM1
7975,163,U7804@DOM1
4629,1181,U7805@DOM1
8871,73,U7806@DOM1
720,6973,U7808@DOM1
449,12592,U7809@DOM1
3768,1612,U780@DOM1
619,8565,U7811@C16991
2287,2562,U7811@C19513
613,8751,U7811@C24046
4880,1070,U7811@C24272
5999,620,U7812@C16999
8763,81,U7813@C21345
220,28644,U7813@DOM1
7285,268,U7814@DOM1
4830,1090,U7817@DOM1
9390,44,U7818@DOM1
10197,16,U7819@DOM1
4894,1058,U781@DOM1
4952,1027,U7822@DOM1
6252,539,U7823@DOM1
3403,1795,U7824@DOM1
7291,268,U7826@DOM1
10610,1,U7827@DOM1
8180,138,U7829@DOM1
851,5576,U782@DOM1
9615,35,U7830@DOM1
7579,219,U7831@DOM1
9794,29,U7832@C26950
2277,2568,U7833@DOM1
8971,67,U7834@DOM1
4870,1076,U7835@DOM1
2108,2741,U7836@DOM1
7005,324,U7837@DOM1
2725,2209,U7838@DOM1
5465,818,U7839@DOM1
4254,1359,U783@DOM1
2748,2198,U7840@DOM1
5205,919,U7841@DOM1
9471,41,U7842@DOM1
297,19425,U7843@DOM1
3419,1784,U7844@DOM1
1615,3341,U7845@DOM1
7849,180,U7847@DOM1
2403,2454,U7848@DOM1
7517,228,U7849@DOM1
6037,610,U784@DOM1
4074,1443,U7851@DOM1
3482,1754,U7852@DOM1
2275,2569,U7853@DOM1
7597,216,U7854@DOM1
5247,898,U7855@DOM1
1372,3758,U7856@DOM1
1191,4176,U7857@DOM1
2994,2047,U7858@DOM1
10307,14,U7859@DOM1
4705,1147,U785@DOM1
4353,1314,U7860@DOM1
8592,99,U7862@DOM1
8007,158,U7863@DOM1
4339,1321,U7864@DOM1
6427,485,U7865@DOM1
9281,49,U7866@DOM1
3362,1818,U7867@DOM1
5195,924,U7868@DOM1
4139,1413,U7869@DOM1
442,12890,U786@DOM1
6112,588,U7870@DOM1
8137,143,U7871@DOM1
5224,912,U7872@DOM1
7562,221,U7873@DOM1
10501,6,U7874@C14202
8961,67,U7874@C17552
10124,18,U7874@C4118
2091,2753,U7875@DOM1
4641,1177,U7876@DOM1
6342,509,U7878@DOM1
629,8380,U7879@DOM1
6208,555,U787@DOM1
179,31151,U7880@DOM1
600,8926,U7881@DOM1
3284,1875,U7882@DOM1
3894,1540,U7883@DOM1
6471,472,U7885@DOM1
3888,1543,U7886@DOM1
8286,126,U7887@DOM1
5718,720,U7888@DOM1
3535,1727,U7889@DOM1
8735,84,U788@C2150
1598,3359,U788@DOM1
6827,367,U7891@DOM1
3100,1981,U7893@DOM1
7070,310,U7894@DOM1
2829,2142,U7895@DOM1
8142,142,U7898@C13871
9094,59,U7898@C15911
10540,4,U7898@C18381
9284,49,U7898@C18383
10034,21,U7898@C19393
10459,8,U7898@C2107
8068,151,U7898@C25091
9687,32,U7898@C2825
9536,38,U7898@C2951
10127,18,U7898@C3176
9742,30,U7898@C3370
9890,26,U7898@C3983
9407,43,U7898@C4804
9976,23,U7898@C6889
2759,2186,U7899@C17167
6978,333,U789@DOM1
266,21771,U78@DOM1
4292,1343,U7901@DOM1
7279,270,U7903@DOM1
4664,1165,U7905@DOM1
7988,161,U7907@DOM1
8010,158,U790@DOM1
3922,1527,U7912@DOM1
5006,1006,U7914@DOM1
6190,562,U7919@DOM1
6437,482,U791@DOM1
9582,36,U7921@DOM1
9393,44,U7923@DOM1
8409,116,U7926@DOM1
231,26567,U7927@DOM1
1025,4725,U792@DOM1
9685,32,U7930@DOM1
8345,120,U7933@DOM1
10233,15,U7934@DOM1
9620,35,U7935@C13855
10227,15,U7936@DOM1
9849,27,U7938@C12240
6943,340,U7938@C16999
10443,9,U7938@C25560
2610,2288,U793@DOM1
1751,3145,U7940@DOM1
1440,3614,U7943@DOM1
8232,131,U7947@DOM1
812,5880,U7948@DOM1
7106,303,U794@DOM1
8921,70,U7950@DOM1
2250,2591,U7951@DOM1
9545,38,U7953@DOM1
1408,3671,U7954@DOM1
6790,377,U7955@DOM1
5929,641,U7956@DOM1
3335,1842,U7957@DOM1
9472,41,U7958@DOM1
8761,81,U7959@C13742
10282,14,U7959@C15298
10566,3,U7959@C24171
10442,9,U7959@C7552
3874,1553,U795@DOM1
7628,212,U7961@DOM1
5474,815,U7962@DOM1
7984,161,U7964@DOM1
2214,2618,U7965@DOM1
6029,612,U7966@DOM1
8910,70,U7967@C443
2177,2663,U7969@DOM1
1969,2887,U796@DOM1
9917,25,U7970@DOM1
3806,1589,U7972@DOM1
6591,433,U7974@DOM1
7095,306,U7976@DOM1
7223,281,U7978@DOM1
576,9411,U7979@DOM1
5642,743,U797@DOM1
7809,184,U7981@DOM1
9108,58,U7982@DOM1
9527,38,U7983@DOM1
1691,3224,U7984@DOM1
6753,386,U7985@DOM1
6599,430,U7986@DOM1
7574,220,U7987@DOM1
8479,109,U7989@DOM1
3852,1566,U798@DOM1
7913,171,U7990@DOM1
9236,52,U7991@DOM1
9318,47,U7992@DOM1
8338,121,U7993@DOM1
7974,163,U7994@DOM1
8696,87,U7995@DOM1
6538,449,U7997@DOM4
10419,9,U7998@DOM1
6048,607,U7999@DOM1
6386,496,U799@DOM1
9,232802,U79@C1731
6,325448,U7@DOM1
9337,46,U8000@DOM1
7536,226,U8003@DOM1
5291,881,U8004@DOM1
9901,25,U8005@DOM1
10572,3,U8007@C5410
8949,68,U8008@DOM1
10315,14,U8009@C12238
10017,22,U8009@C1247
10009,22,U8009@C12558
9987,23,U8009@C13030
10460,8,U8009@C15934
9943,24,U8009@C1655
10015,22,U8009@C1721
9840,27,U8009@C17439
10430,9,U8009@C17640
8369,119,U8009@C18607
9948,24,U8009@C193
10489,7,U8009@C19495
9827,28,U8009@C2048
9994,23,U8009@C20638
10518,5,U8009@C20756
10322,13,U8009@C22540
9941,24,U8009@C24777
10001,22,U8009@C25391
10577,3,U8009@C26347
9960,24,U8009@C2788
10522,5,U8009@C2955
9966,23,U8009@C3073
9511,39,U8009@C3169
9672,33,U8009@C4306
8501,106,U8009@C5487
10343,12,U8009@C5632
9868,26,U8009@C6135
10388,11,U8009@C6517
10542,4,U8009@C6519
9807,29,U8009@C6665
10476,7,U8009@C7420
10590,2,U8009@C7519
10528,5,U8009@C7552
10468,8,U8009@C8047
10482,7,U8009@C9028
10267,14,U8009@C9428
3440,1777,U800@DOM1
2847,2127,U8010@DOM1
8059,152,U8011@DOM1
7905,172,U8012@DOM1
7861,177,U8013@DOM1
8880,72,U8014@DOM1
5074,982,U8016@DOM1
10284,14,U8017@DOM1
8464,110,U8018@DOM4
5258,893,U8019@DOM1
9585,36,U801@DOM1
1436,3619,U8020@DOM1
5581,770,U8021@DOM1
9655,33,U8022@DOM1
7224,281,U8023@DOM1
10402,10,U8024@C17351
7645,209,U8025@DOM1
6490,464,U8026@DOM1
6410,491,U8027@DOM1
5863,668,U8028@DOM1
7681,204,U802@DOM1
10021,22,U8030@DOM5
13,188537,U8031@DOM1
6488,466,U8032@DOM1
7426,244,U8033@DOM1
7107,303,U8034@C4289
8032,155,U8035@DOM1
8231,131,U8037@DOM1
9830,28,U8038@DOM1
5297,880,U8039@DOM1
7134,299,U8040@DOM1
7661,206,U8042@DOM1
8219,133,U8043@DOM1
7353,258,U8044@DOM1
9488,40,U8045@DOM1
6006,618,U8046@DOM1
9008,64,U8048@C17407
3672,1661,U8049@DOM1
4850,1082,U804@DOM1
8663,90,U8050@DOM1
7101,305,U8051@DOM1
6834,366,U8052@DOM1
730,6844,U8053@DOM1
5022,1001,U8055@DOM1
7778,189,U8056@DOM1
7400,250,U8057@DOM1
7820,183,U8058@DOM1
4562,1209,U805@DOM1
6871,358,U8060@DOM1
2982,2055,U8061@DOM1
1678,3241,U8062@DOM1
8900,71,U8064@C17422
6482,469,U8065@DOM1
8984,66,U8066@C17422
8117,145,U8067@DOM1
8472,110,U8068@DOM1
3915,1534,U8069@DOM1
5350,859,U806@DOM1
10028,21,U8070@DOM1
8523,105,U8071@DOM1
9399,43,U8072@DOM1
5822,684,U8073@DOM1
7191,288,U8074@DOM1
6637,420,U8075@DOM1
3151,1949,U8076@DOM1
3971,1502,U807@DOM1
9963,23,U8081@C18248
2195,2636,U8082@DOM1
9694,32,U8083@DOM1
9257,51,U8085@DOM1
7123,301,U8086@DOM1
10082,19,U8087@DOM1
7460,237,U808@DOM1
5117,959,U8090@DOM1
8202,135,U8091@DOM1
7835,182,U8092@DOM1
7770,190,U8093@DOM1
9768,29,U8094@DOM1
9811,28,U8097@DOM1
5215,916,U8099@DOM1
2389,2467,U809@DOM1
162,32840,U80@DOM1
5991,622,U8101@DOM1
9903,25,U8103@DOM1
4576,1202,U8104@DOM1
3017,2030,U8105@DOM1
8011,158,U8106@C274
9282,49,U8106@DOM1
9547,38,U8107@DOM1
8455,112,U8108@DOM1
457,12298,U810@DOM1
8000,159,U8110@DOM1
7775,189,U8111@C357
9924,24,U8112@DOM1
8950,68,U8113@DOM1
6491,464,U8114@DOM1
211,29339,U8115@DOM1
7869,177,U8116@DOM1
9398,43,U8118@C5154
8886,72,U811@DOM1
3376,1810,U8120@DOM1
6001,619,U8123@DOM1
8194,136,U8124@DOM1
6131,581,U8125@DOM1
7792,188,U8126@DOM1
6708,398,U8127@DOM1
9023,63,U8129@DOM1
8749,83,U812@DOM1
8841,75,U8130@DOM1
8791,79,U8131@DOM1
6982,331,U8132@DOM1
9614,35,U8133@DOM1
8728,84,U8134@DOM1
10592,2,U8135@DOM1
3685,1650,U8136@DOM1
6824,367,U8139@DOM1
10247,15,U813@C1658
9188,54,U813@C1755
9198,54,U813@C2186
10412,10,U813@C2344
1951,2900,U813@DOM1
6441,482,U8141@DOM1
5361,855,U8142@DOM1
9538,38,U8143@C17602
10457,8,U8143@C7880
8853,74,U8144@DOM1
8310,124,U8146@DOM1
10011,22,U8147@C23992
7459,237,U8148@DOM1
7327,261,U8149@DOM1
4129,1420,U814@DOM1
10415,10,U8150@DOM1
6067,601,U8151@DOM1
2526,2361,U8153@DOM1
5161,938,U8154@DOM1
7295,267,U8155@DOM1
9727,31,U8157@C17505
7452,238,U8158@DOM1
7408,248,U8159@DOM1
8254,129,U8160@DOM1
3404,1794,U8161@DOM1
9314,47,U8162@DOM1
6993,328,U8164@DOM1
4106,1430,U8165@DOM1
9486,40,U8166@DOM1
8525,104,U8167@DOM1
9645,34,U8168@C1654
8422,115,U8168@C2733
9638,34,U8168@C685
3505,1743,U8169@DOM1
10111,18,U816@C24521
2039,2810,U816@DOM1
9144,57,U8170@DOM1
525,10428,U8171@DOM1
8654,91,U8173@C1830
7152,296,U8175@DOM1
9608,35,U8176@DOM1
6447,480,U8177@DOM1
5899,655,U8178@DOM1
2198,2636,U817@DOM1
8914,70,U8181@DOM1
9514,39,U8182@DOM1
6043,608,U8183@DOM1
9134,57,U8184@C12376
9564,37,U8184@C13631
10426,9,U8184@C14182
9367,45,U8184@C17433
10488,7,U8184@C17622
10115,18,U8184@C24743
10604,1,U8184@C7880
5244,901,U8187@DOM1
1873,2982,U818@DOM1
8862,74,U8190@DOM1
9570,37,U8192@DOM1
6036,610,U8193@DOM1
8265,128,U8195@DOM1
10545,4,U8197@DOM1
6707,399,U8198@DOM1
3290,1872,U819@DOM1
8247,130,U81@C1743
7501,231,U81@C2547
7247,276,U81@C439
8160,139,U81@C678
8722,85,U81@C834
6115,586,U8200@DOM1
10225,15,U8204@DOM1
6319,515,U8208@DOM1
2637,2275,U8209@DOM1
447,12649,U820@DOM1
3507,1742,U8210@DOM1
9806,29,U8212@DOM1
7217,282,U8213@DOM1
6069,601,U8214@DOM1
2016,2828,U8215@DOM1
5199,921,U8217@DOM1
6389,495,U8218@DOM1
3881,1550,U8219@DOM1
1974,2880,U821@DOM1
9856,27,U8220@DOM1
8146,141,U8221@DOM1
3916,1534,U8222@DOM1
7435,241,U8223@DOM1
7588,218,U8224@DOM1
7439,240,U8225@DOM1
6588,434,U8226@DOM1
7241,279,U8227@DOM1
6271,530,U822@DOM1
10575,3,U8230@C4759
10567,3,U8230@C5489
9572,37,U8231@DOM1
7097,305,U8233@DOM5
7636,210,U8235@DOM1
8439,114,U8236@DOM1
2278,2567,U8237@DOM1
6075,599,U8238@DOM1
6194,561,U8239@DOM1
3049,2015,U823@DOM1
9626,35,U8240@DOM1
5862,668,U8242@DOM1
7292,267,U8243@DOM1
6458,477,U8244@DOM1
5621,751,U8245@DOM1
7189,289,U8247@DOM1
7051,314,U8249@DOM1
10492,7,U824@C14806
10385,11,U824@C14825
10530,5,U824@C14829
9636,34,U824@C1628
10350,12,U824@C18238
10256,15,U824@C25158
1557,3408,U824@DOM1
2525,2361,U8250@DOM1
2795,2157,U8252@DOM1
4663,1165,U8254@DOM1
1821,3055,U8255@DOM1
4094,1433,U8256@DOM1
3480,1755,U8257@DOM1
8469,110,U8259@DOM1
5341,862,U825@DOM1
2783,2165,U8261@DOM1
739,6753,U8262@DOM1
8484,108,U8263@DOM1
7214,283,U8264@DOM1
2617,2285,U8265@DOM1
6198,560,U8269@DOM1
7708,199,U826@DOM1
190,30510,U8271@DOM1
8132,143,U8272@DOM1
5519,795,U8273@DOM1
7364,256,U8274@DOM1
7529,227,U8275@DOM1
7605,215,U827@DOM1
8945,68,U8283@DOM1
2140,2706,U8284@DOM1
1673,3246,U8285@DOM1
377,16421,U8287@DOM1
2582,2309,U8288@DOM1
4284,1347,U8289@DOM1
4806,1101,U828@DOM1
2549,2337,U8292@DOM1
4951,1027,U8293@DOM1
1316,3879,U8294@DOM1
2004,2838,U8296@DOM1
4772,1118,U829@DOM1
673,7565,U82@DOM1
7824,183,U8300@DOM1
8064,151,U8302@DOM1
2550,2336,U8303@DOM1
9686,32,U8304@DOM1
4556,1212,U8305@DOM1
175,31254,U8306@DOM1
8360,119,U8307@C17883
578,9373,U8307@DOM1
6104,591,U8308@DOM1
3978,1499,U8309@DOM1
6963,336,U830@DOM1
4514,1231,U8311@DOM1
5574,775,U8312@DOM1
446,12689,U8313@DOM1
2033,2818,U8314@DOM1
2337,2510,U8315@DOM1
9888,26,U8316@DOM1
3056,2009,U8317@DOM1
1056,4596,U8318@DOM1
3457,1767,U831@DOM1
3337,1841,U8321@DOM1
4013,1472,U8322@DOM1
5220,915,U8323@DOM1
277,20785,U8324@DOM1
6547,446,U8326@DOM1
2319,2530,U8328@DOM1
1660,3263,U832@DOM1
1364,3770,U8330@DOM1
8315,123,U8331@DOM1
6294,523,U8333@DOM1
7373,254,U8334@DOM1
9870,26,U8335@C1637
9763,30,U8335@C17941
9990,23,U8335@C21339
10134,18,U8335@C25905
8903,71,U8335@C26136
9351,45,U8336@DOM1
1562,3403,U8337@DOM1
5159,939,U8339@DOM1
6003,618,U833@DOM1
7196,287,U8340@C17945
4998,1009,U8341@DOM1
6076,599,U8342@DOM1
2407,2452,U8343@DOM1
6158,572,U8344@DOM1
6123,584,U8345@DOM1
8999,64,U8346@DOM1
7125,300,U8347@DOM1
2789,2160,U834@DOM1
8827,77,U8352@DOM1
5024,1001,U8353@DOM1
6565,441,U8354@DOM1
9174,55,U8355@C23695
6807,371,U8355@DOM1
2774,2175,U8357@DOM1
4217,1374,U835@DOM1
9630,34,U8360@DOM1
10308,14,U8365@DOM1
10568,3,U8366@C6528
7208,285,U8367@DOM1
9252,51,U8368@C1303
10591,2,U8368@C24756
3159,1944,U8369@DOM1
1744,3160,U836@DOM1
8608,97,U8370@DOM1
2843,2131,U8371@DOM1
8947,68,U8372@DOM1
9297,48,U8373@DOM1
1588,3374,U8374@DOM1
8138,143,U8375@DOM1
3779,1608,U8378@DOM1
5615,754,U8379@DOM1
7074,309,U837@DOM1
6091,594,U8380@DOM1
8374,118,U8382@DOM1
6144,575,U8383@DOM1
9206,54,U8384@DOM1
7564,221,U8385@DOM1
7368,255,U8386@DOM1
7560,222,U8388@DOM1
7314,264,U838@DOM1
8403,116,U8390@DOM1
8176,138,U8392@DOM1
6010,617,U8393@DOM1
9173,55,U8394@DOM1
9325,47,U8396@DOM1
10196,16,U8397@DOM1
8686,88,U8398@C14122
9334,46,U8399@DOM1
2467,2404,U839@DOM1
12,225283,U83@C1747
5726,715,U8400@DOM1
3494,1748,U8403@DOM1
3304,1864,U8404@DOM1
4630,1181,U8405@DOM1
8262,128,U8406@DOM1
7456,237,U8408@DOM1
4391,1292,U840@DOM1
8881,72,U8410@DOM1
8263,128,U8411@DOM1
6362,503,U8412@DOM1
4335,1323,U8413@DOM1
9816,28,U8414@DOM1
3053,2012,U8415@DOM1
7069,310,U8416@DOM1
9040,62,U8417@DOM1
7966,165,U841@C411
2316,2532,U841@DOM1
7126,300,U8420@DOM1
3691,1647,U8421@DOM1
9881,26,U8422@DOM1
1946,2907,U8423@DOM1
8619,96,U8425@DOM1
2502,2380,U8427@DOM1
4990,1012,U8429@DOM1
9637,34,U842@DOM1
10277,14,U8431@DOM1
9683,32,U8433@DOM1
7664,206,U8436@DOM1
7810,184,U8438@DOM1
1631,3319,U8439@DOM1
4410,1283,U843@DOM1
7311,264,U8440@DOM1
9385,44,U8441@DOM1
6286,525,U8446@DOM1
8334,122,U8447@DOM1
5978,624,U8448@DOM1
6848,363,U8449@DOM1
8649,92,U8450@C3826
8372,118,U8451@DOM1
2662,2251,U8452@DOM1
4841,1086,U8453@DOM1
5687,730,U8455@DOM1
7695,202,U8456@DOM1
6186,563,U8457@DOM1
9408,43,U8458@DOM1
9628,34,U8459@C18180
7621,213,U8459@DOM1
10200,16,U845@C1381
9896,25,U845@C14320
9957,24,U845@C14980
9926,24,U845@C15339
7946,167,U845@C18682
1496,3511,U845@DOM1
7690,203,U8460@DOM1
6772,382,U8461@C13475
7973,163,U8463@DOM1
8757,82,U8466@DOM1
8969,67,U8467@C18192
10254,15,U8468@DOM1
7124,301,U8469@DOM1
5080,978,U846@DOM1
10222,15,U8471@DOM1
6901,352,U8472@DOM1
7162,294,U8473@DOM1
